uuid,filename,barcode,barcode2,md5,sample_type,experimental_strategy,workflow_type,data_type
99cb6a39-94f0-4f02-b3c3-47c8806540d6,e7ef2fb0-fae3-4cb3-aeb0-f6e5a52eb4ca.mirbase21.isoforms.quantification.txt,TCGA-HW-A5KJ-01A-12R-A27U-13,,e4a3da609b6df23bf4083fb7d11669a9,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
835dd823-5ab4-4f3e-a1e6-100c6af5b435,6aea34ae-5613-41a2-bb4f-c9fde6560a83.mirbase21.isoforms.quantification.txt,TCGA-HT-7873-01B-11R-2401-13,,867b27a6bc9d87d537ab85271edb7abd,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
67911c60-8aba-47eb-83ff-365ccc7f36a6,c7d0387a-750d-483e-aedc-683accec753c.mirbase21.isoforms.quantification.txt,TCGA-HW-7490-01A-11R-2026-13,,a6e6731417968aee60c3c7cd022c98ab,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
91e1e14b-7119-4855-8ef1-7e5585484df3,24a1e15c-8578-4d6e-a5a8-95202287d579.mirbase21.isoforms.quantification.txt,TCGA-CS-6186-01A-12R-2026-13,,4e6d25526e9f428538bed8ddb7ef9ef9,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
c797d6f5-44df-4384-ad53-19887abe21f8,a5c40f29-3a80-497f-816e-3291f2faadd9.mirbase21.isoforms.quantification.txt,TCGA-FG-8182-01A-11R-2255-13,,95ccb533960769965e9198380213d937,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
031fb4c3-fde3-404e-a03b-dc505c46857e,1149a0c3-0151-4d4c-a313-58aea498f4d4.mirbase21.isoforms.quantification.txt,TCGA-HT-8106-01A-11R-2401-13,,c78ca9e827dffdf518825fc4a206e80f,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
a31c1cf4-ce43-47d4-aa59-d65dddee76ef,d111f7e3-5269-4db9-85e4-5f3e36e3f8ba.mirbase21.isoforms.quantification.txt,TCGA-QH-A6X3-01A-21R-A32L-13,,df0504faf84b78a621ccbd97915702ac,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
fb51c04f-6ad7-45a3-9f7d-63f8f9883138,0cf8c7a6-98bf-4c9d-85e7-658e1e623be9.mirbase21.isoforms.quantification.txt,TCGA-WY-A859-01A-12R-A36C-13,,a5f13af967fa1527e0026fef946382b5,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
550829a1-dd04-4682-acd1-d9e1c5228502,359fb33b-9fe0-455f-a93f-2c5023f5a137.mirbase21.isoforms.quantification.txt,TCGA-CS-6668-01A-11R-1895-13,,941378e365fb12435af3299e95992af8,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
76797de9-f71c-4d31-b4ef-591fa4367765,ffc40842-c76e-4833-b278-c20279148221.mirbase21.isoforms.quantification.txt,TCGA-FG-8187-01A-11R-2255-13,,5576db40395e390df00dca6f1e6c5f77,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
d2bdacfe-e814-4665-9477-fd9d5950cc07,6c4c42e2-e362-4795-84e3-fc3feb831d15.mirbase21.isoforms.quantification.txt,TCGA-E1-A7YS-01A-11R-A34G-13,,89dca5aa097ccc79bf93658b51bf7b2b,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
f3a4fe38-99d4-4084-9ce0-ef6a7c0a1d78,d98a4d12-7dcb-452b-b44b-26c5ffc8e483.mirbase21.isoforms.quantification.txt,TCGA-QH-A6X9-01A-12R-A32L-13,,90807ce424d5fa817c8d4ae688d578a1,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
be16e7ff-f8c6-42f1-b650-e7bb6b216de0,cf2c54da-1fd9-4266-9143-a16d6649322b.mirbase21.isoforms.quantification.txt,TCGA-W9-A837-01A-11R-A36C-13,,b29bb9288b1596613804339c882184c2,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
78883c0d-75c1-476c-af94-0cfcacfe8424,e560fafa-a16a-4f0a-bb1d-43b218bae470.mirbase21.isoforms.quantification.txt,TCGA-DU-7304-02A-12R-A36C-13,,8c0bf71156cb0558d060e4063fc01bfd,Recurrent Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
82a41d6b-a7a6-4705-9d6f-19d6ce7da44b,79fb56ac-cc58-4c67-bf1c-3cf4ea3bd9c2.mirbase21.isoforms.quantification.txt,TCGA-HT-7881-01A-11R-2401-13,,68b051946d9cf78ea43cec25ca0e2104,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
99b2613f-d3c5-4384-81f6-1f0f05428ba2,d0d7571d-f442-42ea-80f5-6bae530dafc5.mirbase21.isoforms.quantification.txt,TCGA-DU-A7TI-01A-11R-A342-13,,29e1d38af986e658762ed3a7c133aee8,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
ae5d810a-901a-43f9-9502-f5071b4aeedc,465b6440-0181-4632-8927-0441a3621ce3.mirbase21.isoforms.quantification.txt,TCGA-HT-7474-01A-11R-2026-13,,6e7a2fd739be150f11927869835444ab,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
c5686385-6b70-4ce1-8c80-d6e601d31ba7,5b2a68a9-bdf9-451d-85f2-6e1615c369b3.mirbase21.isoforms.quantification.txt,TCGA-S9-A6WD-01A-12R-A342-13,,ce53c971502de37c036d29c59c362cd6,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
11c1e9c9-c8b9-4f5d-a78d-7a0670042162,77069f62-a81a-4efa-9133-f60145d46813.mirbase21.isoforms.quantification.txt,TCGA-E1-5319-01A-01R-1895-13,,e82628be9fa42cd7075509d78ae82ead,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
dd244d36-db77-4f2c-a25c-759dbb493e50,bf1eefd1-6a93-49ad-9e07-544dd28d2f22.mirbase21.isoforms.quantification.txt,TCGA-P5-A780-01A-12R-A32L-13,,8eb987de3de73b40cb7249f599387791,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
f9de3839-1fe4-4a28-bef3-60f17d5cc783,04feb613-180d-4106-93bb-1e82ca10d0e5.mirbase21.isoforms.quantification.txt,TCGA-TM-A84Q-01A-11R-A36C-13,,3a05ad903e25172e033acce1d7a6f843,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
94ddf7a4-d691-4713-a5d0-d35ad025e6c3,bba9fdae-d13b-434b-9b49-ff7ae7a5656e.mirbase21.isoforms.quantification.txt,TCGA-TM-A84G-01A-11R-A36C-13,,50b71e2a4a3cca7a5474e0200277c9d7,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
d2b1c76a-204b-4383-a70d-e9319176d36b,e8399385-0763-45a9-a7aa-897f654b8a0d.mirbase21.isoforms.quantification.txt,TCGA-DU-7304-01A-12R-2089-13,,d1b5266cb87fb7b52d1e3a5b327276ab,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
faaab1d5-b6c9-4a71-8dec-a31ef9adb2ce,ebb5c324-f44d-46aa-84c4-7ecf68a08abe.mirbase21.isoforms.quantification.txt,TCGA-TM-A7C4-01A-11R-A32L-13,,409c62d7700c26e1f307d2393261b629,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
ef0b2758-a558-4872-9ff2-06e2d46f8ec1,80a74fff-e551-4da9-87ec-7820bbacc607.mirbase21.isoforms.quantification.txt,TCGA-DB-A64O-01A-11R-A29V-13,,0d714de8e37115e6ee087fa3e5a0ce2c,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
cbf7566c-91c3-47ab-81b5-8b948bd92f52,c496a0ec-3179-4ec7-983f-5c71e9bf4ced.mirbase21.isoforms.quantification.txt,TCGA-HT-7882-01A-11R-2401-13,,b8f23f2a50e0c94c9021ea59ff2bd583,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
5d160e71-eb1d-457f-b648-14b480f34ec4,d9ab4d97-a2b2-4352-b50c-8be261c5538f.mirbase21.isoforms.quantification.txt,TCGA-DH-A66G-01A-21R-A31R-13,,35acb9e9ba61c6de056e7828d2551629,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
84dbcf24-57b8-4e69-8d21-2bac02e87613,4845e0aa-135d-43ca-8487-34d5f26af9b7.mirbase21.isoforms.quantification.txt,TCGA-WY-A85B-01A-11R-A36C-13,,c6054d1cb5058e856504a744348e5bee,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
2727275a-dc5a-41ae-8a6b-574e85d9d935,d81f66be-1c02-4660-827c-13c79fbf88b4.mirbase21.isoforms.quantification.txt,TCGA-DU-A5TP-01A-11R-A28I-13,,ca3016ed2d7ae06ccdf3c9f7aff70def,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
6ca4f7c9-6cf7-45c6-8d08-f6fc46e3176f,a08531d1-4d38-459e-be4b-42e3466f3d65.mirbase21.isoforms.quantification.txt,TCGA-DH-A66B-01A-11R-A29V-13,,059672df263bc5938e80261d8df12458,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
6a6507f7-f7b1-42c2-8704-af9312db5a33,761e5069-19d6-4f7e-a158-da037522713b.mirbase21.isoforms.quantification.txt,TCGA-TM-A7CF-02A-11R-A360-13,,2e55b89101d97e273059e6f90bdc2038,Recurrent Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
d09457c2-9103-4733-a0c0-d44b88f7e0b3,9fe7bc7f-5c8e-4f95-83f8-988939b058ad.mirbase21.isoforms.quantification.txt,TCGA-HT-8018-01A-11R-2401-13,,e85441632f7b9a5c9d633e9ef41b9f13,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
47d9cdc1-b681-4994-b7a7-897b6fbc847e,d1aef792-44d3-407f-9a1c-350379b725ce.mirbase21.isoforms.quantification.txt,TCGA-HT-7694-01A-11R-2255-13,,6570695c1a4160ba4ca4f0b1f860b405,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
6259e4dc-eb29-4be7-8e63-a76dc953c5bb,db9e3971-7dc7-4faf-8fd7-6d47b655f7d0.mirbase21.isoforms.quantification.txt,TCGA-F6-A8O4-01A-11R-A36C-13,,c3f238bc25f0310e40f9e052a96c9c84,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
5d94fc37-32ab-4ebf-9dbc-c379f50cef28,d53cdf3a-4ced-4c40-97ec-b1456d3e0720.mirbase21.isoforms.quantification.txt,TCGA-FG-6690-01A-11R-1895-13,,535f88a5fa3e07222553c1b056eb2327,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
48746153-2028-4c85-bed5-7cc6b846fed6,064fe8fa-c359-4bb3-bdec-c65571d6052b.mirbase21.isoforms.quantification.txt,TCGA-R8-A6MK-01A-11R-A32L-13,,6aec9c44916d64ecd4f1815900c09df9,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
9ade422f-fb95-4ef9-be07-c7e167288e23,c78d2866-3e08-4858-bcdb-7b7845f8fce7.mirbase21.isoforms.quantification.txt,TCGA-EZ-7264-01A-11R-2026-13,,7773a74125d9ce51f4873fc9fe9ab23c,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
893d3750-19e1-4d2f-af3b-7a13530a8228,6fc6735c-5622-4473-9d27-a9efd7eba353.mirbase21.isoforms.quantification.txt,TCGA-HT-8015-01B-11R-A28I-13,,7f890496c1fadfc8afa9852e47643886,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
a209eb2a-6c46-495c-8e9f-b668c202d264,03c0d0b1-e4f3-4eaf-8b70-9c26093e0568.mirbase21.isoforms.quantification.txt,TCGA-HT-A74L-01A-11R-A32L-13,,9857bd44034fef1132d40f0a3a7586c9,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
1622e3bc-c27a-49bf-8951-1e49985ff980,2d01b160-f063-462d-a7d5-af08765d3cb7.mirbase21.isoforms.quantification.txt,TCGA-FG-5963-01A-11R-1707-13,,474b5d40d6dff1bbae47793bcc9f61ac,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
5d3e7954-aca4-4928-bcfa-59ec7c62a7bd,bd18e00a-28a8-4b90-9242-75dc9233d825.mirbase21.isoforms.quantification.txt,TCGA-FG-A70Z-01A-12R-A342-13,,7e3619837f0ea4a792334c400cced09b,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
333a068b-97a7-47db-b30a-e00edd795685,8c14cdea-b3c2-4102-8dfa-b08b7a53f3bd.mirbase21.isoforms.quantification.txt,TCGA-FG-5963-02A-12R-A29V-13,,edcc7d16e340dd24acdc8e214c1e355d,Recurrent Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
802609c5-9211-46fb-9d15-5e9ec806a5e3,ab46ba2d-8d46-42cb-a199-015cd7cec170.mirbase21.isoforms.quantification.txt,TCGA-HT-A619-01A-11R-A29V-13,,95883eebb94e6b1ac741be77a74a8f2d,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
c254992f-e795-47c5-852c-d3d6cf62e7c4,04d249d6-a361-4a23-a73b-393f762e5e01.mirbase21.isoforms.quantification.txt,TCGA-QH-A6XC-01A-12R-A360-13,,e409de922d55b6cd54649055875c2b82,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
ffbd4580-908d-4568-8f63-939cbf20236f,3708359d-7f2c-4cb6-b353-0e8f0b39f472.mirbase21.isoforms.quantification.txt,TCGA-HT-7855-01A-11R-2401-13,,3922f791e050553f3bf9a51826cbe935,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
9721b446-53d1-469f-91b8-52287a60c5f5,0264ff7d-f944-4e46-87ea-ed4687fd9af6.mirbase21.isoforms.quantification.txt,TCGA-HT-7604-01A-11R-2089-13,,a6355e0d84de9047ce67afb5d1698c61,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
91275dcb-0611-4fb3-ba2e-0fb20c8f7cd4,eea0f3a7-8e0e-438b-aee3-ef180de00533.mirbase21.isoforms.quantification.txt,TCGA-TM-A84I-01A-11R-A36C-13,,39009b0f55aa8a8bf7db95f757a121f2,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
af554f59-d937-4f74-99d0-80ffddbf1974,cf58b350-6805-4af3-8439-3feea7a7a1ba.mirbase21.isoforms.quantification.txt,TCGA-HT-A74O-01A-11R-A360-13,,99a4b1503c16de1bbe2a059d1966ddba,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
291d375a-8d5b-48d9-b3eb-d5e01880ce7d,9be2f6dd-1d19-40ef-95ec-c338d271e162.mirbase21.isoforms.quantification.txt,TCGA-S9-A89Z-01A-11R-A36C-13,,51b662bad190536ccab9d010fb588d1b,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
a2363889-80a4-4cb0-9069-ac2620e9c343,990132d1-63de-4b58-ad27-5f8bb02598b5.mirbase21.isoforms.quantification.txt,TCGA-TQ-A7RU-01A-21R-A34G-13,,e66ea9b51bf6e698d03eecddd486952c,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
35635627-61f3-4041-a857-7029759dd360,a8d06ae5-6b3b-4909-a9fc-810275753458.mirbase21.isoforms.quantification.txt,TCGA-FG-A6J1-01A-11R-A31R-13,,221b499034e15f38f1d627f97e96bceb,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
c6ec8cff-df8a-4f04-bed2-f1730187a55e,cd06da55-70cb-48b0-a8f4-74e0e0d27fe3.mirbase21.isoforms.quantification.txt,TCGA-P5-A5EY-01A-11R-A27U-13,,f0084ed3290ac15b314423fe49e86df1,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
dd8d25cf-07a4-47c5-a1f5-f7171cea23ff,d190bd23-ceac-4557-a980-f90863851867.mirbase21.isoforms.quantification.txt,TCGA-WY-A85D-01A-11R-A36C-13,,f91072f76aab401bd7e798e14d3d7738,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
9b9a36f8-1b85-4ea3-88b8-8e93a51febc9,34f7d991-bf54-42e9-bcad-acfb71d4e6cd.mirbase21.isoforms.quantification.txt,TCGA-CS-5395-01A-01R-1469-13,,f10ae7e3810409062675b18f41a2face,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
3d3f6f1f-07f6-415c-9913-9d19622933f7,ea19f4a8-7bdc-438c-9164-bc9cb3212ffb.mirbase21.isoforms.quantification.txt,TCGA-TQ-A7RP-01A-21R-A34G-13,,89338caff8acbf2440733be2c10a77d5,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
5f240671-c6e5-4ed3-ace9-6ed9b70ef2c7,d9f5d02c-f378-4337-9f6d-2ee8506cfd60.mirbase21.isoforms.quantification.txt,TCGA-DU-7299-01A-21R-2026-13,,6353ccdb9644030864141dcde1831c2c,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
87cb399b-ab3b-4527-a956-87c1e175a57c,14f0a27e-a865-4ded-a9d5-05da6f506526.mirbase21.isoforms.quantification.txt,TCGA-DB-A4XA-01A-11R-A26Y-13,,80d238e1cde4a1de9bbecf8a3db03444,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
53594097-b7fa-47f2-bf17-e7f7be3441c4,e8bf95f6-5c9d-43d0-8189-ef3cac62504e.mirbase21.isoforms.quantification.txt,TCGA-TM-A84F-01A-11R-A36C-13,,2fc547a7d36d37dd38218afc70b520aa,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
df72fb55-e92a-48f8-a3a6-f9fc7e5b5dae,374ea621-d09e-4a34-86f7-d8d08ceae58a.mirbase21.isoforms.quantification.txt,TCGA-CS-6665-01A-11R-1895-13,,a4a297417894152d2795e81e1686be55,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
bc2d5c8b-472c-4718-9844-dadb1da4fdc5,942a8c75-9777-444a-b182-3bb29f178789.mirbase21.isoforms.quantification.txt,TCGA-HW-A5KL-01A-11R-A27U-13,,fc96387db9305b13c6c3fe05fa88639c,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
d16c48bf-d222-441d-b8a9-91eb6258f239,93024ba6-a52b-461f-9614-1017de499727.mirbase21.isoforms.quantification.txt,TCGA-E1-A7YJ-01A-11R-A34G-13,,dd0bcc04df97c3133a2b4714fa6b2105,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
64234961-4185-49d5-9af3-664342b8331a,4cd1bc92-29b3-4b26-9102-9e6cb8c7b445.mirbase21.isoforms.quantification.txt,TCGA-S9-A6WP-01A-12R-A34G-13,,8691a4f62c84f092ceb2344a7500e70b,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
b67da5bd-59f5-447f-87d7-0ce8bc3c9f1d,e9cde4ed-1fb5-4e63-a7ec-37e9c30823c1.mirbase21.isoforms.quantification.txt,TCGA-DH-5144-01A-01R-1469-13,,18e4ffec3dc5cdf4fa3ce512587ad53d,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
4b053565-cd0e-4e86-b7e8-ccf1cc2b57f0,5be9098e-11fd-45e1-a0e8-34e16c1235b8.mirbase21.isoforms.quantification.txt,TCGA-S9-A6WH-01A-12R-A342-13,,4857cd6a56f7aa28af9b747e92a76ada,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
704af06a-712f-4ffc-9e8f-ca0ca1991e16,709bbeda-6e65-4c8b-9f8f-47c45f42806d.mirbase21.isoforms.quantification.txt,TCGA-HT-8114-01A-11R-2401-13,,9a2939017754a69916ebae206bf30246,Primary Tumor,miRNA-Seq,BCGSC miRNA Profiling,Isoform Expression Quantification
