uuid,filename,barcode,barcode2,md5,sample_type,experimental_strategy,workflow_type,data_type
32550b81-9853-4cd1-8590-f6c62f38f3e5,a47f0b18-2c19-4c03-928d-d50ae2275f9f.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7013-01A-11R-2027-07,,3b5eb39f42e3bb67a6ad61e692d8a90e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
0d0e09e2-f8bd-459a-b8a3-a3d3153d613e,dd6e20c4-6bfd-408d-b4a7-ffac0db6a6c8.rna_seq.augmented_star_gene_counts.tsv,TCGA-EZ-7264-01A-11R-2027-07,,8f3b620507e4cf91c6cada904bcf16b7,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
930f7608-a79b-438c-a910-0b6b6035d73e,1451da3d-bf84-41cc-841a-5cee2919f362.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7010-01A-11R-2027-07,,f43c5531630ea4b3ab802380ef9f2fe3,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e2508712-3024-4a83-a095-c926d5df7721,0d34d449-0e5e-446f-bb61-d8702b3bd585.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-A7TJ-01A-11R-A34R-07,,fb0b9fde998a931330bf054f20ea09e3,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
b1eaeb04-0497-444b-8e58-8579b3ec384a,e356d13a-ae02-4240-9990-9c66ae38bcb5.rna_seq.augmented_star_gene_counts.tsv,TCGA-P5-A77X-01A-11R-A32Q-07,,a6356656a737bbea099d09c1e264c66d,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
3491bc61-f79b-4fcf-93c8-577fb6cb7971,d0f95c7a-2a9e-45d9-ac3d-4b5438d77112.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-6542-01A-11R-1896-07,,b577d8b1e0bf0b6338e30d29907c787a,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
5ac83dd9-263c-4510-a1b2-96a49fe91625,29315ee3-5ff8-4ef5-a4f6-068e4631b10e.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-A5TP-01A-11R-A28M-07,,d6e3363ee099876728599d7d2c57d486,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e91a15d8-0cb7-4fb1-bd8e-a8192e92526c,57d93648-c83d-4bc7-bbae-46e4b26c4b03.rna_seq.augmented_star_gene_counts.tsv,TCGA-HW-8321-01A-11R-2404-07,,3d4cc541f42127c286b5165d523afa13,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
2b0165c3-c280-4c9a-91f0-a5c4674d0fb7,e6864165-a8d3-4089-af3d-4c4aba5db0aa.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A7CF-02A-11R-A32Q-07,,5df9d08732a74d0bafe4ca1e06d680ed,Recurrent Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
47c36249-1551-4845-9f6b-6f2a785f39c5,90feb95e-3dbe-4d9e-9fb9-c72f8359913a.rna_seq.augmented_star_gene_counts.tsv,TCGA-WH-A86K-01A-11R-A36H-07,,f74ae6aa802956571cfc2afdf82edbf8,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
d5485df7-7ebc-4610-991e-b91b70a38c3e,f2afe348-ec81-462e-9c1c-5487ea2a6e61.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-6690-01A-11R-1896-07,,a19fff69e798ec81fe8c0efe775c75d2,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
63dd6d04-3055-49d1-b666-3f8ca739edc3,ac53892b-10cf-4b36-9bec-9bd28ea8fbbf.rna_seq.augmented_star_gene_counts.tsv,TCGA-CS-6668-01A-11R-1896-07,,6eaf2c17c0e2cf26e67c4a08c7a937ee,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
0fc1b0dd-0211-4a5c-a4dc-b73b3754dfb7,cfc94988-f463-4d29-8c4b-96106607e7f7.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-A619-01A-11R-A29R-07,,2be249f9bbba9a1017319fe2e242a482,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
7551cce5-daf3-480a-855b-f6e28792239a,20e6f416-3d8b-430d-b816-a3c30f7eccc9.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A84G-01A-11R-A36H-07,,cf13f3cb9615d40461d169c1fa513c46,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
f077f07b-cd36-4be7-89dc-bbbc4e095aad,c2d5f880-1b07-413e-918a-8396a3f06053.rna_seq.augmented_star_gene_counts.tsv,TCGA-E1-A7YS-01A-11R-A34F-07,,59d9df3ee8cf3a98ae7892d078db5033,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
97a3cfa9-1504-406d-819c-c75fa4e42c24,6138a91e-1211-45d6-81d2-3f9446446d79.rna_seq.augmented_star_gene_counts.tsv,TCGA-CS-6186-01A-12R-2027-07,,0f1f0cea9bafcc8d5ce00b4be8bdcac5,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
387acfe6-b3d0-487b-bdb3-aed972623735,2caa34d3-e071-4fd2-83bf-a6cc9b22d0e0.rna_seq.augmented_star_gene_counts.tsv,TCGA-E1-A7YO-01A-11R-A34F-07,,f36511143b18c0d8adff7d5417ede84c,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
6e158bd7-d736-48fa-8aca-f29c9f5c4d7c,2e2e16e6-def8-4653-b8de-d130ae3199c5.rna_seq.augmented_star_gene_counts.tsv,TCGA-HW-7490-01A-11R-2027-07,,f5e6cb0e9815a061b8e82c0000f2b2b4,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e6eb8011-81cc-4108-a272-aca860c7bb2d,579e9523-15ca-4173-af81-4b8949d8ac22.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-8182-01A-11R-2256-07,,36cf8ee36abea041f9b726bab7adae83,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
0a654803-712b-4cb7-81fb-8d926a77e75a,44114335-e769-4bc9-81d1-b20b800e5d5a.rna_seq.augmented_star_gene_counts.tsv,TCGA-DH-A66G-01A-21R-A31N-07,,8b66718429f79a2bf3a8081bab75394b,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
09460119-0661-4fe5-8004-56b005929dae,ba849c19-28be-469f-807c-5842d7d1f235.rna_seq.augmented_star_gene_counts.tsv,TCGA-QH-A6X3-01A-21R-A32Q-07,,996259e76515bebc55642b72ab18f365,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
23898395-d7e4-4496-bbd3-1440bb7159ad,54ef1373-c2c2-4eed-a7b4-63ef141dd5b8.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A84I-01A-11R-A36H-07,,0ffffc7bb036dcd63e8f7dfe21331452,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
05da738f-9316-4346-ac68-59aec3c16569,85e447fe-c92f-4d6e-99b1-83e4c913f5d9.rna_seq.augmented_star_gene_counts.tsv,TCGA-WY-A859-01A-12R-A36H-07,,9bdad77e955557847723d8e0382edbc6,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
7e60701a-866b-49fc-bd62-9bad40a5d68d,36d3fb87-5b5e-4809-bd08-560a553168a3.rna_seq.augmented_star_gene_counts.tsv,TCGA-P5-A780-01A-12R-A32Q-07,,4ca1fdd2fb49473df7c70751509dd724,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
93c5114b-9e42-4409-ade7-ba97dd0801ca,8110f4f0-329f-44b6-a499-bf0f0fa7cf58.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-A70Z-01A-12R-A33Z-07,,bbf235c5f6ed3e73281e7ffbf13c0018,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
aada521d-26d3-4372-9ed5-0d316c892428,008e5b39-aa42-45e9-98bf-6a180cde10bc.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-5963-02A-12R-A29R-07,,1320185f10f33ac9d3df0abe702ce899,Recurrent Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
0fef1095-6616-447e-ada3-87035d8aa011,138b778e-054f-4964-bc60-d2cfdae81ce1.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-8187-01A-11R-2256-07,,ed671b46ce75f458f51bd0e2aaade909,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
0e484714-300e-4825-a40b-e28667339c72,42308fb1-1b7a-44ea-8f73-2dcc503f4ef3.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7304-02A-12R-A36H-07,,88559c6ce6dfc743de7d41886c5d0252,Recurrent Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
03adfb2d-63a4-43fb-87ae-0d174116490e,b7e78004-11be-455e-bea9-576532363b87.rna_seq.augmented_star_gene_counts.tsv,TCGA-DB-A64O-01A-11R-A29R-07,,728184e043e67482d112f2a67ff81378,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
3914e701-be71-4537-aa41-aadca2a9228c,77d05e76-bdff-4082-bb39-246feb0950dc.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7882-01A-11R-2403-07,,a057fc45cb98cc156bb41b7c69aea79a,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
3fb67f35-aa15-4e36-93b0-cc872266ff04,e43ae8de-b883-456a-8a70-bc8d10c2c5fc.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-A74O-01A-11R-A32Q-07,,d4bdc45ef3ddfaafb0192fda0c77d9c8,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
f4cd993a-8568-4c66-a85d-3592faa96f0c,66cfd7f5-5c5e-4d20-b2b2-c3c592189160.rna_seq.augmented_star_gene_counts.tsv,TCGA-R8-A6ML-01A-11R-A32Q-07,,c14496900e889107a0ac36aca09c9eb7,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
dd0e1e41-fa5e-41b2-918d-984743b7f12d,87fbdc36-addb-4d63-909c-5a6d804f5eda.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A84Q-01A-11R-A36H-07,,34967dabff648e23ed92662d2c42d1a7,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e008859c-a883-4c78-b680-112ff04b5f95,9c6f4387-bf55-49f6-839a-0d67a9af7085.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-5963-01A-11R-1708-07,,737b82bdd44db39d3625d34e46ce2dcc,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
eabf6558-3a83-4ef2-a145-655b1d442fb4,e7689334-c124-4adc-b9ec-fd3009781660.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7873-01B-11R-2403-07,,c23a8d4fc4813ff23c491ffc3a67e89e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
464d7fea-5ca6-4110-8e37-e02d368f6b3f,025072f9-e965-48f3-8ae5-729d59139a4f.rna_seq.augmented_star_gene_counts.tsv,TCGA-QH-A6XC-01A-12R-A32Q-07,,b52fbcfbe19f5f1c7034db33a5f26a09,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
c685d0cc-424c-4d94-a9cf-94083c53bf31,de01156d-97cd-49ac-828d-d1996781edd5.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7604-01A-11R-2090-07,,0d402bad3b022f32506041f7669a6188,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
baddba08-619b-4a38-9b1d-367a6ee8dd0d,b476a832-59e6-4ebf-9e58-4d86b9dce617.rna_seq.augmented_star_gene_counts.tsv,TCGA-QH-A6X9-01A-12R-A32Q-07,,4847ec18bca453854b6e268a6309bb09,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
48d51274-eba4-4fbf-b5eb-4ddc07a27121,6622da58-4504-4c96-85de-65d3eb05ac63.rna_seq.augmented_star_gene_counts.tsv,TCGA-W9-A837-01A-11R-A36H-07,,e4e74428a6af144b6585653050e59ef0,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
77a1aa77-410d-4417-b259-2f9bfc38c138,74bde7b9-6b39-4c7f-843d-f4dcaa49c433.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7304-01A-12R-2090-07,,ec6ed05d9d4a95c095c2fce8d096f561,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
a5341597-9a88-4cf0-bc52-f08b349107f1,104ffeca-db27-4d7b-8c53-76aaf3059fdd.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7881-01A-11R-2403-07,,3aaa0fa5bc10519bd5e8bb065665c216,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
646772cb-ce5f-4642-8e8f-b1a0d34ca5bc,5cfc43cc-627e-452e-a3ff-8a10e20054eb.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A7C4-01A-11R-A32Q-07,,5c76bd32849e2434e72bf9b115e7978d,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
7fe2d652-2dc5-4ac0-87d8-94fe389b8be0,4205fd72-6678-41d6-8059-2db00867a92a.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-A7TI-01A-11R-A33Z-07,,3a43e58445d1d31ef24e452548924b55,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
dad64609-983e-4201-b16c-1ed9b77864cb,859597b6-4fe8-44b1-a023-6978b7aea037.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-8106-01A-11R-2404-07,,f9b3af9646e86d72cd381ac643766d1c,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
7c698bc3-4d6e-4811-b07b-b1f68e053898,5776952f-08f8-4284-8781-472246c1c7ad.rna_seq.augmented_star_gene_counts.tsv,TCGA-S9-A6WD-01A-12R-A33Z-07,,00b4b7b98ea127a810b003967e66205c,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
1b9b52fa-0c2a-42b6-8ae3-6afa40f161cd,89d8958d-7cc6-437e-9f0d-adc2110c5cca.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7693-01A-11R-2256-07,,629156cf79468b85921bd9d3564543e0,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
09ecfabd-fc24-4c01-ae78-890f4f0bbaa6,52fe8f1b-e67c-488d-8a2c-ce33de66e66f.rna_seq.augmented_star_gene_counts.tsv,TCGA-DB-A64P-01A-11R-A29R-07,,73f5aed2f87c036fef811899d5be0d90,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
61e22db8-4196-4d4a-9bd2-4741e35d1687,b62651e9-faf8-402b-bf22-4c60eb56dcde.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-5965-01B-11R-1896-07,,8d1d91b4757e72c1746f8e195f4bc722,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
82d59d0d-4ab6-4ad0-8e00-6d6ec006da22,25764558-79ff-48b0-9a1e-8508e403d46a.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-5965-02B-11R-A29R-07,,ba68eba4e8fc6a951dba67459bef6069,Recurrent Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e8ae248f-fd8c-43eb-b4e4-a2beebde93ac,52479415-92aa-467d-aca7-f5871cba5104.rna_seq.augmented_star_gene_counts.tsv,TCGA-FG-A713-01A-11R-A32Q-07,,70c4fff4c9823b3d986429f3f212f11d,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
d2435a77-2eb7-4de5-8e6a-44521a71b0cf,03c821eb-9f43-4966-95b7-bad7d2985dac.rna_seq.augmented_star_gene_counts.tsv,TCGA-WY-A85B-01A-11R-A36H-07,,ebd458433a1e04e490f32f698c41343d,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
1cf48022-6d8c-412c-804d-52e0e28560ec,d1ddfa24-312e-438e-8caa-dea5ebc867f6.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7603-01A-21R-2090-07,,b61e1406aaa9af87e113b39adf70ffdf,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
1aa0340b-6dfd-4365-8135-a894debc723d,ddf2a134-72f0-4394-99d0-a3448c7e131a.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7298-01A-11R-2027-07,,21662148236628c66335c09ef4fc0f0c,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
197da8d8-fb90-4d07-9170-0fe7560a5ffa,01b4d35e-3d98-4204-b8b2-8a79b6812062.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7694-01A-11R-2256-07,,592c28b07288bb270f5179c820410e8e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
645b99ff-42c5-4499-a2a6-a67b9bbf3811,bb30dbdb-f1af-4fa1-87eb-9eaf5cff45b0.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-A5R7-01A-11R-A28M-07,,16737be150df3d3b684e9dbcbd9693bc,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
9682e769-c86f-4250-819b-f9c0b267f292,1dfd1af6-e5a7-4292-b81f-4a06d67ec185.rna_seq.augmented_star_gene_counts.tsv,TCGA-E1-A7YD-01A-11R-A34F-07,,9b0d47bf31be8cc97a37b124549fe9b0,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
b7505999-5630-4683-8066-ec880aa863be,a2f60055-c152-45f4-883c-18f55baf5e90.rna_seq.augmented_star_gene_counts.tsv,TCGA-HW-A5KJ-01A-12R-A27Q-07,,7bb7d63402ebd5083ea97e7beea329c6,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
aeb0f385-fcd0-4ae1-8c2d-0a67f3d8b0c5,1d06aca0-fc5e-41a0-ab00-bc91fe955c42.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-A74L-01A-11R-A32Q-07,,637a66346f68f06815ff7c4bf90320a4,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
71107c3c-f403-42a0-9f61-d580e661c1fd,02c1546d-dfd4-4b92-8240-64c72ef3cdac.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7855-01A-11R-2403-07,,36e91428e455c4cebd3e0ef7caa1df43,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
37a710fa-7e94-4bef-8078-9101fe36eada,88861138-2f22-48f6-815b-068c355b7768.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7474-01A-11R-2027-07,,111b4f623d86f261bdd989250cd7229c,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
fda3f170-c8ae-4ddc-ad87-5d4bae3715ad,b8ec05bb-5e34-4025-892d-c51ce5e32883.rna_seq.augmented_star_gene_counts.tsv,TCGA-S9-A89Z-01A-11R-A36H-07,,3522bd6e152d7c4707d0f27c8dafec01,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
41ee2106-8de9-46ac-a189-a650ce5c5fdf,32479a05-9593-4627-8294-869e284f111e.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7677-01A-11R-2256-07,,e294906c880f1506aaffe20a5d705ca6,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
4606da14-25cc-46cb-bf61-47d26dd7f2c7,750056fe-7f1d-45de-afad-cc3b4ce8c289.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7483-01A-11R-2027-07,,bf06458328568e56c01b7c2e080a293e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
85d1cb46-f6ab-425b-a115-62d6fc49d1bf,86a42b2c-f184-4fcf-9b90-1c9bd7f6af25.rna_seq.augmented_star_gene_counts.tsv,TCGA-HT-7608-01A-11R-2090-07,,46738c085630fbebebd622d66232c366,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
df3117d6-fa35-4cad-92a9-0a127b1be40b,79df4b2d-af4b-459b-a8cf-bc5d21a89c64.rna_seq.augmented_star_gene_counts.tsv,TCGA-QH-A6X5-01A-12R-A32Q-07,,c99b6b7fc46fce9d2894fb05392c48d7,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
35bb846d-310e-4750-a13d-f051ee420d4f,3dfe53bd-bb8a-4f7a-afb0-9e926e51b1e6.rna_seq.augmented_star_gene_counts.tsv,TCGA-CS-6669-01A-11R-1896-07,,3ef21057c2c2970280f76d4403b9a3cb,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
250c72dd-eeb3-4b45-a26c-cb72ede81bcc,57a60438-72ad-4d85-9b67-36a56e00fbdf.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7011-01A-11R-2027-07,,fbaa706b319c3d6deb3c234d86aeb52e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
4f09e602-35f5-4ba6-baf8-3aa685247099,d7be978f-2519-4e2c-83df-0815e3e71296.rna_seq.augmented_star_gene_counts.tsv,TCGA-TM-A7C3-01A-11R-A32Q-07,,09e0ad5ff69e6f1558f552fc73dc4116,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
00362664-cb13-4998-a26c-618dba69ea00,a7732b3f-6294-47ec-b869-0aac6ee6c815.rna_seq.augmented_star_gene_counts.tsv,TCGA-KT-A74X-01A-11R-A32Q-07,,8e84f26145525d1ac3f563e2f2a05a89,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
81c11217-7d87-49a6-ae93-3c107b5fc2ec,3aad5f07-6241-4397-a91c-b412bfcf56fc.rna_seq.augmented_star_gene_counts.tsv,TCGA-CS-4942-01A-01R-1470-07,,8675bac7340d927b44ef228118225795,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
574900c0-8a4a-4987-b786-b3e25886165c,c8ea7e71-d5a5-47cd-9476-8c2f5e07e5a2.rna_seq.augmented_star_gene_counts.tsv,TCGA-TQ-A7RP-01A-21R-A34F-07,,4bc80daf48ab2d4161f7d8b1c52234e6,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
55323d9f-ddce-41a3-a577-72032c7261e5,b58dd5cc-c359-43c0-b0b6-37aa57271974.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-7299-01A-21R-2027-07,,9c8a87cbf6d7d793595c59a646e45c46,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
7a3b74df-2726-42c3-8c9e-1f90bc2fd952,2aaf4bf0-fe95-458f-8042-ce8bc98e5089.rna_seq.augmented_star_gene_counts.tsv,TCGA-E1-A7YM-01A-11R-A34F-07,,a4438f0b19d6fce14a874dc55008d62f,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
73d1e125-5a76-4975-803d-eb99413e3503,deb7abbb-2d8e-4ffa-804f-02fd532a0de2.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-5872-02A-21R-A36H-07,,81b73ef6bf8a257fb97c73c95ae654b6,Recurrent Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
e5bd5161-78d4-4ffa-a45c-95d2d7963af9,1ce7f9e1-0594-42cb-a503-9ed0a75fe246.rna_seq.augmented_star_gene_counts.tsv,TCGA-HW-A5KL-01A-11R-A27Q-07,,18c67fddd13a2c05b3aea70f7c1bc9f5,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
8653684f-c022-4acf-92ac-62759dc4a99f,99ab7a0c-f292-4709-882c-5bd339b1ebcf.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-6406-01A-11R-1708-07,,4bc7633a248ec74f4393469d912afca2,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
cbc74c15-3a01-4eca-8a35-4d3b0d0ccab4,683dfb6e-c7e1-4648-93ec-d6c84c81beb1.rna_seq.augmented_star_gene_counts.tsv,TCGA-DU-A7T8-01A-21R-A34R-07,,3a0e5c343991796b85ecf93490bbda5e,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
d2ce4509-0f52-4901-bf66-6092d0bd21bf,cb368367-3fce-4ff9-86a5-062341cc0e58.rna_seq.augmented_star_gene_counts.tsv,TCGA-TQ-A8XE-01A-11R-A36H-07,,ee770ba8a3439ac100c386487bac85c2,Primary Tumor,RNA-Seq,STAR - Counts,Gene Expression Quantification
