uuid,filename,barcode,barcode2,md5,sample_type,experimental_strategy,workflow_type,data_type
8b584b49-aa1b-4af0-bff7-49e29f0c6d60,e2fa1b37-3855-4a0f-9aa8-99d0a31a8c30.methylation_array.sesame.level3betas.txt,TCGA-DU-8168-01A-11D-2254-05,,8dcbda80cc11e08898ca0ad1adbbad94,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
bed85071-64e1-429b-8a6c-ab7a1d5fd4c4,9a767be9-a3af-48c4-9faa-185a8103e033.methylation_array.sesame.level3betas.txt,TCGA-DU-7299-01A-21D-2025-05,,e53708bcb91e11a6ffb597a0f110fd0c,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
44fc4396-74b2-4cd1-83ee-9e12c4816aea,b4bddd50-2bba-4518-9b04-506a56a73c91.methylation_array.sesame.level3betas.txt,TCGA-DU-6404-01A-11D-1706-05,,79c678e08e971c3a11c1fd11edbbc397,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
32a52d4c-dcaf-4a82-8bfb-a52a65945232,166fd370-0214-4084-bafc-6612ccc02e19.methylation_array.sesame.level3betas.txt,TCGA-S9-A6WI-01A-21D-A33U-05,,e88190e31ebb4284cf338bf17f14b2ea,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
2601ffb7-cd3c-430b-91ce-8720e2b31388,15ce23ba-f79f-4079-b6ff-bb4e90024e6f.methylation_array.sesame.level3betas.txt,TCGA-TQ-A7RQ-01A-11D-A33U-05,,e4512018c344c2405cbcb0c09c4acc8d,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
5c441426-fe70-434e-bad6-7b347fd76d06,2e223fbc-fa1a-4f84-8005-138181aece38.methylation_array.sesame.level3betas.txt,TCGA-HT-8010-01A-11D-2399-05,,15d54af3f2a6790fc41ff24fd6bf958d,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
e238c97b-d444-40e7-8504-97c0b56d5789,015e1d92-2607-455f-912d-8de32c348c63.methylation_array.sesame.level3betas.txt,TCGA-WY-A859-01A-12D-A368-05,,7a6e813ecff6bd7d9edf5ea574eeb332,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
d1f8c9d7-5acb-45b4-962a-922809aa6c25,eae0ab57-a97b-4bdc-802a-df87f59a6fa9.methylation_array.sesame.level3betas.txt,TCGA-DU-6392-01A-11D-1706-05,,daa15ceb5b742c30ecf027b1860975e1,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
1e33569c-7caa-4f34-92f3-103ec67e4629,b5e8daa0-e033-46da-8b8c-3486872c649f.methylation_array.sesame.level3betas.txt,TCGA-FG-A6J3-01A-11D-A31M-05,,466cf940bbf8af4e3c0cb9472455a9fe,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
7c1a6c26-8269-4ac9-b807-c236bdc98c31,ffcd7b43-996c-46bf-bd25-9249b7651ca0.methylation_array.sesame.level3betas.txt,TCGA-DB-A75P-01A-11D-A32C-05,,b917d375528b4b422a9f4b7c20a9e3bd,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
0d635a0b-840d-445f-ac75-80eaa3a107dc,0e0271d9-c90f-41cd-abc7-846cd91ea4a1.methylation_array.sesame.level3betas.txt,TCGA-HT-A614-01A-11D-A29T-05,,2d58eaf27a911eae2e84168b306815d0,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
b32945d2-8131-4125-a177-b26e916e6b6c,3c7db862-a533-4aa8-bcc4-604e2bcf5fce.methylation_array.sesame.level3betas.txt,TCGA-CS-6666-01A-11D-1894-05,,97bb3406cabde383be1c038682215fe8,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
906eedf6-737d-4e5c-9c6a-94929509f4e7,d13d33b7-9cd4-4555-8be3-821ff42bc03f.methylation_array.sesame.level3betas.txt,TCGA-DU-6404-02B-11D-A368-05,,d9a0574b3d1df2c60ebf8edeb2feb74d,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a4459c9a-5b12-4dd9-8a90-2078cf210c8a,e9d666a4-5862-4247-a295-b4f00ead394a.methylation_array.sesame.level3betas.txt,TCGA-DU-A5TS-01A-11D-A28N-05,,28ee7e36650c826af1add2edbc6c8d3e,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
4b274a06-5b57-4cbd-94c2-f4fc6b1a5a66,8ca74f39-72ea-49af-9452-b849765c5cdf.methylation_array.sesame.level3betas.txt,TCGA-TM-A84H-01A-11D-A368-05,,50c6208f4616f4392f0d683791308f05,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
c85eb0f6-2dbb-4318-8e7c-983abc3c68af,642d240c-97b5-4d67-92a3-95bc2b0cd7bd.methylation_array.sesame.level3betas.txt,TCGA-VM-A8CH-01A-12D-A368-05,,e4a667475e31c10b3255da3550920ed3,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a3fafd2f-fdcb-4959-bbf9-f34c2a461bd6,b42f992f-e3af-4ac5-8b82-c52bdf3f1156.methylation_array.sesame.level3betas.txt,TCGA-P5-A733-01A-11D-A32C-05,,2b4edac1038b333651ff213027602c29,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
cf4f6313-7b42-4d53-8fd8-825c721a6033,6c9e99b2-9cd4-4985-a972-8ed02d4ba542.methylation_array.sesame.level3betas.txt,TCGA-DU-5855-01A-11D-1706-05,,e41c33db68bd2d68ad91a7c7bd5caab9,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
2c141c3c-fdd4-4d9e-92e8-dd74be6381a5,1f301b21-8c83-496e-b06a-1d9f900138f5.methylation_array.sesame.level3betas.txt,TCGA-S9-A7IX-01A-12D-A34D-05,,5bfba01b1b4af59ca8c10938c9b9c246,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
4f3d2044-54eb-43b9-ac91-fe612198f966,bc231d46-575c-4a84-ab4a-dfe8d7afbc1f.methylation_array.sesame.level3betas.txt,TCGA-HW-8321-01A-11D-2399-05,,4e552d6720a46ffaf17a29867ce26bdf,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
1a1091ef-390c-4c18-9626-0baa32537e90,7b5cf457-736a-48b8-8f36-148ec717160c.methylation_array.sesame.level3betas.txt,TCGA-S9-A89Z-01A-11D-A368-05,,27c514de6f69619bcdd281dd40624b22,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a5e1df33-6125-4c2c-93bc-73cb1085b91d,f4c221cc-5143-4def-aff4-089c288d3bd5.methylation_array.sesame.level3betas.txt,TCGA-HW-A5KK-01A-11D-A27L-05,,87bcf3205d53d6289af59efe842eeee3,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
729d5e97-e7a6-4bff-9509-2b4c4e9433e0,39cb64e0-12c4-4edd-8cda-7f2b7e3aba72.methylation_array.sesame.level3betas.txt,TCGA-HT-A4DV-01A-11D-A26N-05,,a9cdf0a7c94d19653ca638a191a107b7,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
5aef2b07-9360-49c8-9a1c-29f99edcea02,a31c8e4d-7cea-478c-a23c-b1e75efdb87f.methylation_array.sesame.level3betas.txt,TCGA-HT-8111-01A-11D-2399-05,,3a334ffa0c7f26f53994ec7cfa176111,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
87fb6cd6-1c66-4aff-a55e-63b5370acce1,3cf8838a-4bb8-4489-9cbc-de4c28627cf1.methylation_array.sesame.level3betas.txt,TCGA-CS-6186-01A-12D-2025-05,,7269ba647e912b7fda231bc050c4328b,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
90d497d7-e42a-44cc-94ee-666e9b068c4c,1b531a4d-2d8d-49d5-a874-cfe8de0f60c6.methylation_array.sesame.level3betas.txt,TCGA-QH-A870-01A-11D-A368-05,,a78afd93ac2603c5637caeb3cb8610e4,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
8f5c1e63-3428-4778-84f4-060954f96b0a,c0e78bc3-0ff1-41f1-808d-51686b51e2f2.methylation_array.sesame.level3betas.txt,TCGA-P5-A5F4-01A-11D-A28N-05,,6e1690ff28b21256efec1bbed9f03320,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
67ab4d9a-97cc-4bf5-bf6e-3e60fbb8bf5e,d3023ca4-b763-491a-867c-484a0db8cfc7.methylation_array.sesame.level3betas.txt,TCGA-HT-8114-01A-11D-2399-05,,f38fbed91c6419d6ac9d69c1717fe9c4,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
d5eed849-0bcc-4170-af97-39a198e2f291,5e19e448-cb0c-4121-91ad-d1d5de03d62e.methylation_array.sesame.level3betas.txt,TCGA-DU-5870-02A-12D-A368-05,,669e33a1a8a224975d6054a430e3f9d3,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
8ac6cb7a-7d10-4a68-be29-43a53d5cb0e4,1dca2bae-2109-41cd-8379-5e495586de50.methylation_array.sesame.level3betas.txt,TCGA-TQ-A7RK-02A-11D-A368-05,,5d5af288ac1163a1e8ad60c0b1c44a24,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
f1f33e1c-18df-4375-9f46-9ded001b484c,8f3b962e-381d-4035-8f1d-2b72c6c57311.methylation_array.sesame.level3betas.txt,TCGA-FG-6692-01A-11D-1894-05,,f9f84771c656c85a7b43fc774dc9f726,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
5d9a7cdb-e5cf-4351-9c4d-654379752d7f,3122fb69-4c4f-43f3-96a5-a414bd905db7.methylation_array.sesame.level3betas.txt,TCGA-TQ-A7RK-02B-11D-A408-05,,e2afada7353cfde525ef79155527fbcb,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
72640089-bd18-44db-abd2-053711afd5d1,a671954c-cc18-4ad7-b9ac-d35fa38640e3.methylation_array.sesame.level3betas.txt,TCGA-TQ-A7RK-01A-11D-A33U-05,,097601ae017f3de1b4277b22a80a1ff7,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
21ba26bd-42a5-48d2-bc72-9c797cb46dc0,109f12c4-0a56-4038-b8d6-a6d853626b54.methylation_array.sesame.level3betas.txt,TCGA-HT-7860-01A-11D-2399-05,,171a92585dfb15ccf9df5b77e8720681,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
f92e9057-5caf-4566-b0c1-4fbfaf700c70,69cb6520-30af-4f3e-a02e-2bada5720628.methylation_array.sesame.level3betas.txt,TCGA-DU-5871-01A-12D-1706-05,,43f93dd08d4d1e690512cd5e86554234,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
09cb4034-53a2-409e-81fa-f62ee154ceb4,ea2c6e8e-c5b2-43c9-a7a6-ee86835b20ae.methylation_array.sesame.level3betas.txt,TCGA-P5-A5EY-01A-11D-A27L-05,,2e06d92189f77e8de07ef3bdfed9d44c,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
0ae68367-11a5-4c0a-897d-c08c72d563ec,bd32abf6-10e4-4507-afbf-8166bba1637b.methylation_array.sesame.level3betas.txt,TCGA-WY-A85A-01A-21D-A368-05,,9453a1dc9c9866149a782ec7a7ca97d0,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
2c2c2612-7649-4550-bacf-a245da8b304b,38e96625-4dbf-44c0-80a0-bd6990385927.methylation_array.sesame.level3betas.txt,TCGA-HT-7611-01A-11D-2399-05,,c2375f78c9831a70b7db2355f7ac6bd9,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a624f522-b76b-4fb6-a899-f6feb13f446c,c50681ef-22b0-4d2e-b7af-7fe559d68985.methylation_array.sesame.level3betas.txt,TCGA-DB-5279-01A-01D-1467-05,,309239401933c607c6f705ce19daeb3d,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
99de2153-e5ab-48b8-8f00-2867be07348a,3e04ff77-d49d-4aa6-a24f-5652c15ecdd5.methylation_array.sesame.level3betas.txt,TCGA-QH-A6CW-01A-11D-A32C-05,,c53752416527178d71b64901d3ad3e19,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
06aa5712-dda4-4efb-aec1-f46899583580,8db05738-025b-4ca6-9483-89155389ac81.methylation_array.sesame.level3betas.txt,TCGA-DU-6397-02A-12D-A368-05,,46c29b2b4469e3b3daf732d174c897fc,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
89697048-77a1-4c2d-9595-a057e4243b87,91a18292-6d27-46e4-bfdd-17db605b1f09.methylation_array.sesame.level3betas.txt,TCGA-DH-A669-01A-12D-A31M-05,,8d874b998da24e7fa1b34eb028135fb2,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
6689a79c-513e-414a-ae5d-17f00b0a4d4e,004ccaa8-f977-4d0a-9b4f-72fd09e7ea4f.methylation_array.sesame.level3betas.txt,TCGA-HT-7684-01A-11D-2254-05,,3976d4991e4a843dd05f4ae8c3895c5a,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
dd83667a-fbef-4f10-9538-57086166f06d,86c97c35-013a-4b16-be2e-532448e8f0f2.methylation_array.sesame.level3betas.txt,TCGA-HW-7493-01A-11D-2025-05,,c4fcf70b0a71457a39aaef254a4e6adb,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
66cec5e1-8a00-4e76-80c3-fd1b3045cd1d,32c0bee8-ca78-4402-81e7-1500400ec80a.methylation_array.sesame.level3betas.txt,TCGA-DB-5277-01A-01D-1467-05,,da6f386c575ce669a56094cf0a6321d5,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
6a778600-7598-4a75-a375-91cd9f715034,4d9d3d07-25d9-46b6-9bf2-83e22da2c971.methylation_array.sesame.level3betas.txt,TCGA-QH-A65Z-01A-11D-A29T-05,,318d26fb05fc50d168561b56499f41f7,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
7999cfe0-b74b-4b75-9f52-e1332ef1d5e8,1b3cd08c-9eb8-4921-860a-c1da38018c3d.methylation_array.sesame.level3betas.txt,TCGA-R8-A6MO-01A-11D-A33U-05,,058dfca3ae8bde654615a87087390f95,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
83cf1663-4cd1-4efe-a2af-791b41cb2940,06330dee-14bc-481c-bd6f-782f22a780d8.methylation_array.sesame.level3betas.txt,TCGA-FG-7637-01A-11D-2087-05,,b2f78073299e10ef4a7afb4e499c28d4,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
169d9851-cd4e-4e62-97a5-e1071ce54b95,be3eb855-6136-44e8-80db-071a995e6949.methylation_array.sesame.level3betas.txt,TCGA-HT-8104-01A-11D-2399-05,,bd7df82d5e90156dab469cd5a498d79d,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
637c7295-05b5-47ff-8a95-04bf73329886,dedc16eb-f589-40ff-aabf-1dbc4bb3d5a0.methylation_array.sesame.level3betas.txt,TCGA-FG-8187-01A-11D-2254-05,,3b9523275d8827417426c6097c549c07,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
d2d8bae5-fcbb-467c-9617-bc78a61e7987,61cb74d0-fab0-47a5-8d83-4a65c6b61138.methylation_array.sesame.level3betas.txt,TCGA-E1-5311-01A-01D-1467-05,,3d005f724264ca3fd505f0dadda38862,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
0a599a2a-a371-4bfc-ad5a-ba5ed521ec82,1d470006-d257-40dd-83dc-af52b39e6e32.methylation_array.sesame.level3betas.txt,TCGA-HT-8105-01A-11D-2399-05,,b1fa8ece220ae95b943dc0e581b09cbe,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a16f7761-eefe-452c-bb93-aebf41620ee5,b4eb56d5-2b76-465a-8a6c-9cb157208c0b.methylation_array.sesame.level3betas.txt,TCGA-HT-7469-01A-11D-2254-05,,2bcd0ce8f32907a549a456fdd32d4dcb,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
507dba0d-80d1-481a-bbfa-7f62eeb55b2a,02a468eb-1e72-4a11-9b4d-488c2dbd08a0.methylation_array.sesame.level3betas.txt,TCGA-HT-8018-01A-11D-2399-05,,bd415ce64ad4440f3a7eb6e96986b443,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a6b6e296-f1d9-4adc-a51c-1b4165cff0c7,a3b734e8-ac2f-48e3-9803-2b3240e87f2f.methylation_array.sesame.level3betas.txt,TCGA-TM-A7CF-02A-11D-A32C-05,,7cef7b9ec28dac52628dc748957c3cc4,Recurrent Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
49d74523-791f-423d-8291-56372221244c,e0b6317a-d255-404f-83a2-43cab8686467.methylation_array.sesame.level3betas.txt,TCGA-S9-A7QY-01A-11D-A34D-05,,479e9619b311c633b045ff8896056063,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
1fa5308f-82d8-4f46-8c87-8eaf95463e79,ba09670f-600c-4987-8da1-06e43cdb0045.methylation_array.sesame.level3betas.txt,TCGA-QH-A6X5-01A-12D-A32C-05,,d2c7815523bdcb80836d03654a6b24eb,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
3f438a3b-410a-4672-9685-c0b0607b745e,ac3e9a9b-8fdc-46d8-bc09-bdd4b3817172.methylation_array.sesame.level3betas.txt,TCGA-DU-7294-01A-11D-2025-05,,5465c1d17d531010ce92a8ec4add0db6,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
a712beeb-330a-4581-b51b-6049dd1d30a3,ac078dd7-3984-4e6b-a018-97f787f2e07a.methylation_array.sesame.level3betas.txt,TCGA-RY-A843-01A-11D-A368-05,,bfbd3a9ab6b99cc21cbf92649e0ccd65,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
1ecb36ae-0e86-4114-9f3e-3db78b6fd940,5fa7cbda-230e-4da8-a503-ac0e7d1af563.methylation_array.sesame.level3betas.txt,TCGA-DU-8167-01A-11D-2254-05,,844334fdfd36beb82e0e95077d9cd930,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
0b680716-6172-4ba3-a5fa-75a46fd8c3b6,81e51c85-9667-4b32-a145-1e8dc3c6d871.methylation_array.sesame.level3betas.txt,TCGA-DB-A4XD-01A-11D-A27L-05,,ea73c2c01d291772a1f9dbc74c8aa2e5,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
8c894ad1-493e-483e-93ee-f91fe506639c,45ee50e6-0618-4ee1-b8f0-9e005f7d1d56.methylation_array.sesame.level3betas.txt,TCGA-DB-A64R-01A-11D-A29T-05,,a5ba81d27c539b4cedd0e588ebe4b2fb,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
24d733d3-6aa5-403b-be40-c5ef48f0b521,8f1316e0-695c-4614-9806-48eb4358f8cc.methylation_array.sesame.level3betas.txt,TCGA-E1-5319-01A-01D-1894-05,,7205d9db013733dfb3ee86e549148679,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
2c817c69-f27f-4bc8-bbc1-5a19ab3bf4ee,76ec2f31-f436-4192-9448-1964c912ac0c.methylation_array.sesame.level3betas.txt,TCGA-P5-A737-01A-11D-A32C-05,,d1258da2582c8f537a6e22d79e48002d,Primary Tumor,Methylation Array,SeSAMe Methylation Beta Estimation,Methylation Beta Value
